,日期,股票代码,股票名称,区间日均总市值 [起始交易日期]截止日3月前 [单位]元,月收盘价 [复权方式]前复权,当月成交均价 [复权方式]前复权,月换手率 [单位]%,月振幅 [单位]%,融资融券差额 [单位]元
149,2022-03-31,000037.SZ,深南电A,4240996760.2,6.58,6.730795652174,19.4241,15.6977,0.0
150,2022-03-31,000038.SZ,*ST大通,4716338382.8,9.2,8.762782608696,46.8224,11.3426,0.0
151,2022-06-30,000038.SZ,*ST大通,2968947233.84,3.83,3.781357142857,78.3023,14.0741,0.0
152,2022-09-30,000038.SZ,*ST大通,2391548274.53,3.95,4.40149047619,45.3326,23.4672,0.0
153,2022-12-31,000038.SZ,*ST大通,2361925519.29,4.18,4.471895454545,34.9752,20.0418,0.0
154,2023-03-31,000038.SZ,*ST大通,2186981738.26,4.11,4.086160869565,66.0327,12.2078,0.0
155,2022-12-31,000039.SZ,中集集团,38537956338.31,7.04,7.160486363636,11.0324,10.0942,758508404.0
156,2022-09-30,000039.SZ,中集集团,45257135855.38,6.91,7.5618,10.5714,14.9199,870602587.0
157,2023-03-31,000039.SZ,中集集团,39974113823.45,7.61,7.540343478261,16.62,7.6316,768618141.0
158,2022-03-31,000039.SZ,中集集团,55032346170.85,8.79532857,9.0081955089,22.7609,16.9108,1015022422.0
159,2022-06-30,000039.SZ,中集集团,47854345654.82,8.77000005,8.6798697177,20.6807,6.9993,1033796352.0
160,2022-03-31,000040.SZ,东旭蓝天,5137779252.15,3.52,3.326043478261,53.7811,18.5075,131061109.0
161,2022-06-30,000040.SZ,东旭蓝天,4570309026.64,3.33,3.135166666667,41.5363,14.3322,91406622.0
162,2022-09-30,000040.SZ,东旭蓝天,6149124588.13,4.09,4.148457142857,151.5303,26.555,135728942.0
163,2022-12-31,000040.SZ,东旭蓝天,5857064298.73,3.67,3.843940909091,52.8237,13.1068,108121983.0
164,2023-03-31,000040.SZ,东旭蓝天,6245878304.08,3.91,4.064913043478,39.0811,11.6822,115620036.0
165,2022-12-31,000042.SZ,中洲控股,5449762531.71,7.94,8.442127272727,33.308,16.1255,88431838.0
166,2022-09-30,000042.SZ,中洲控股,6038479917.95,8.21,9.625195238095,91.8411,49.0035,0.0
167,2023-03-31,000042.SZ,中洲控股,5533423374.87,8.03,8.256969565217,10.6647,9.1324,95961980.0
168,2022-03-31,000042.SZ,中洲控股,5448460208.97,9.0483623744,8.032353981164,9.803,29.7767,0.0
169,2022-06-30,000042.SZ,中洲控股,5819343251.76,8.9786062768,8.857401498235,14.4657,16.7406,0.0
170,2022-03-31,000045.SZ,深纺织A,4320287967.33,7.757158321,7.960369699451,13.4866,14.8148,0.0
171,2022-06-30,000045.SZ,深纺织A,3619223165.66,7.53,7.387638095238,35.6337,14.0327,0.0
172,2022-09-30,000045.SZ,深纺织A,4193770672.52,7.7,8.700257142857,107.7365,23.6659,0.0
173,2022-12-31,000045.SZ,深纺织A,4873238405.59,11.09,10.880266666667,99.9054,26.5009,0.0
174,2023-03-31,000045.SZ,深纺织A,5608141231.2,10.77,10.88712173913,36.4043,9.7431,0.0
175,2022-03-31,000046.SZ,泛海控股,9685189595.6,1.97,1.798556521739,33.6465,29.0503,284555546.0
176,2022-06-30,000046.SZ,泛海控股,8342031643.31,1.52,1.486661904762,21.7696,10.0671,195978504.0
177,2022-09-30,000046.SZ,泛海控股,7128242536.28,1.19,1.292585714286,26.8602,18.1159,184263074.0
178,2022-12-31,000046.SZ,泛海控股,6579582601.14,1.25,1.337731818182,18.2278,14.7887,156215801.0
