,日期,股票代码,股票名称,区间日均总市值 [起始交易日期]截止日3月前 [单位]元,月收盘价 [复权方式]前复权,当月成交均价 [复权方式]前复权,月换手率 [单位]%,月振幅 [单位]%,融资融券差额 [单位]元
132,2020-06-30,000066.SZ,中国长城,37895476064.27,13.04079678,13.206726099938,47.82,12.8186,2099477801.0
133,2020-09-30,000066.SZ,中国长城,50549163076.73,15.9422613828,16.613500702607,34.7347,12.8741,2951668833.0
134,2021-03-31,000066.SZ,中国长城,49810361929.7,14.7694516302,15.473193659088,26.7734,19.6294,2980437203.0
135,2021-03-31,000069.SZ,华侨城A,64213095681.64,9.7383977458,8.554112679318,37.3133,34.901,2622548850.0
136,2020-09-30,000069.SZ,华侨城A,60025343634.79,6.4795227396,6.792651887923,12.9404,12.5874,2177345954.0
137,2020-12-31,000069.SZ,华侨城A,56870701184.06,6.7757841038,6.587980160755,11.2318,11.2637,2147813455.0
138,2020-06-30,000069.SZ,华侨城A,50832680328.89,5.7914318292,5.621679747972,12.574,8.7329,1873449037.0
139,2020-03-31,000069.SZ,华侨城A,56131558729.77,5.8160064924,5.886557323752,18.333,24.3492,1602102104.0
140,2020-03-31,000070.SZ,特发信息,8621159105.63,9.0635654637,10.541717203172,92.997,27.8054,304322768.0
141,2020-06-30,000070.SZ,特发信息,7550456097.76,9.72,9.269528551788,37.342,18.4241,305954427.0
142,2020-09-30,000070.SZ,特发信息,9207440210.04,9.7,10.461122727273,38.6642,18.5026,534006457.0
143,2020-12-31,000070.SZ,特发信息,8237345152.35,9.21,9.889182608696,30.9231,15.3475,448251497.0
144,2021-03-31,000070.SZ,特发信息,6307479008.78,6.82,7.169404347826,21.8407,12.9506,343491719.0
145,2020-03-31,000078.SZ,海王生物,13830240959.66,4.57,5.25645,125.931,32.5424,426537005.0
146,2020-06-30,000078.SZ,海王生物,11829290929.97,4.19,4.086275,45.289,23.6842,416259701.0
147,2020-09-30,000078.SZ,海王生物,12405648127.37,4.1,4.249268181818,19.9618,9.5455,426516081.0
148,2020-12-31,000078.SZ,海王生物,11322761025.01,4.01,4.0593,17.594,9.2683,398414233.0
149,2021-03-31,000078.SZ,海王生物,9444682930.01,3.13,3.230373913043,9.7767,8.642,333784456.0
150,2020-12-31,000088.SZ,盐田港,15158612744.7,6.297225248,6.449214688424,9.9068,14.0173,231564147.0
151,2020-09-30,000088.SZ,盐田港,15178349228.64,7.12423426,6.456635084776,32.045,27.2597,261586212.0
152,2021-03-31,000088.SZ,盐田港,13138535527.18,5.938522544,5.785831293937,11.6312,15.1246,195669224.0
153,2020-03-31,000088.SZ,盐田港,9639566542.37,4.0512433284,4.272519528746,8.438,16.4502,124088056.0
154,2020-06-30,000088.SZ,盐田港,9012126393.44,5.4260170848,4.604674371209,24.528,40.8989,190577052.0
155,2020-03-31,000089.SZ,深圳机场,17688060809.15,7.5649140036,7.777188875129,22.148,18.7113,434658964.0
156,2020-06-30,000089.SZ,深圳机场,15933806701.48,7.66,7.814243156761,10.936,8.2707,356770774.0
157,2020-09-30,000089.SZ,深圳机场,19171021889.13,8.54,9.090681818182,25.5973,13.1379,542307016.0
158,2020-12-31,000089.SZ,深圳机场,17429859867.89,8.17,8.3545,12.984,12.3596,447559720.0
159,2021-03-31,000089.SZ,深圳机场,16632088306.04,8.88,8.504447826087,19.8976,14.4444,396313681.0
160,2021-03-31,000090.SZ,天健集团,11075090479.15,6.014580032,5.776644553451,20.7938,11.7162,569983111.0
161,2020-12-31,000090.SZ,天健集团,12620339652.59,5.5822820922,5.930404513495,13.8702,17.1512,661436439.0
162,2020-09-30,000090.SZ,天健集团,14951152345.78,6.5314580035,6.706602744901,31.0758,13.8284,686682071.0
163,2020-03-31,000090.SZ,天健集团,9236948496.28,4.108458396,4.257599853472,18.072,17.9704,299341025.0
164,2020-06-30,000090.SZ,天健集团,11515140976.22,6.4938668783,6.096646157202,42.754,25.1273,482989880.0
165,2020-03-31,000099.SZ,中信海直,4167093670.8,5.9118659908,6.431033527742,21.869,20.0,255742379.0
166,2020-06-30,000099.SZ,中信海直,4037621266.88,6.8351238619,6.784094019836,17.505,8.4425,264851729.0
167,2020-09-30,000099.SZ,中信海直,4747883303.66,7.2703560615,7.472950355733,14.9423,11.0414,286781760.0
168,2020-12-31,000099.SZ,中信海直,4579905259.07,7.3791641114,7.241704708597,17.5781,12.5974,261011410.0
169,2021-03-31,000099.SZ,中信海直,4023074903.2,7.0032817572,6.610140639986,19.1357,14.1745,210203798.0
170,2021-03-31,000100.SZ,TCL科技,125849037307.97,9.2119085314,9.119176233666,96.267,27.096,6572876288.0
171,2020-12-31,000100.SZ,TCL科技,93343666752.73,6.9829028268,6.932027636959,80.8179,26.5335,4625343131.0
172,2020-09-30,000100.SZ,TCL科技,89166823323.62,6.0656571165,6.675003214532,59.2088,22.1751,3333376364.0
173,2020-06-30,000100.SZ,TCL科技,68515997669.64,6.114971402,5.821585923275,72.129,21.4559,2903295535.0
174,2020-03-31,000100.SZ,TCL科技,72686696168.19,3.9887038242,5.126824492457,124.588,45.7483,3645317402.0
175,2020-03-31,000150.SZ,宜华健康,3978647654.57,5.09,4.58815,119.818,44.1327,102994758.0
176,2020-06-30,000150.SZ,宜华健康,3655250612.79,3.56,3.778135,26.126,10.8247,54400471.0
177,2020-09-30,000150.SZ,宜华健康,3228748013.04,3.45,3.5865,31.9573,13.5211,66044111.0
178,2020-12-31,000150.SZ,宜华健康,2637553101.21,2.96,2.993039130435,54.3964,25.1799,47741135.0
179,2021-03-31,000150.SZ,宜华健康,2385254682.87,2.79,2.723034782609,98.705,49.5614,41366480.0
180,2021-03-31,000151.SZ,中成股份,2189700172.88,9.67,7.605347826087,11.5682,34.1789,216735747.0
181,2020-12-31,000151.SZ,中成股份,2585409560.66,8.13,8.447726086957,13.2596,12.3874,235263262.0
182,2020-09-30,000151.SZ,中成股份,2793079325.37,8.87,9.119777272727,20.6823,13.0389,227049499.0
183,2020-06-30,000151.SZ,中成股份,2503262980.33,8.66,8.800601781593,35.203,8.5227,234198729.0
184,2020-03-31,000151.SZ,中成股份,2690458200.0,8.0912485446,8.504613299722,39.773,19.7115,238488567.0
185,2020-03-31,000156.SZ,华数传媒,15556726956.71,8.6614872132,9.512242236111,35.514,27.0655,594449344.0
186,2020-06-30,000156.SZ,华数传媒,14673528889.21,10.0540092732,10.186967279489,21.414,9.3297,590570870.0
187,2020-09-30,000156.SZ,华数传媒,15890738198.31,9.6426422799,10.336598964884,12.9937,12.9812,586160113.0
188,2020-12-31,000156.SZ,华数传媒,13779816156.68,8.3628184312,8.913278611674,8.7121,16.0991,553736524.0
189,2021-03-31,000156.SZ,华数传媒,15440580256.09,8.108807591,8.209430714637,11.8552,7.3373,528694559.0
190,2021-03-31,000157.SZ,中联重科,106616043668.16,12.249909439,12.534800604163,43.9603,30.0417,1830573746.0
191,2020-12-31,000157.SZ,中联重科,68359152687.28,9.54162891,9.34411258208,62.0521,28.972,1293914455.0
192,2020-03-31,000157.SZ,中联重科,49288639441.14,5.3402511768,5.614251538346,20.538,26.5924,520665840.0
193,2020-06-30,000157.SZ,中联重科,50370912614.66,6.0347653896,5.976703062877,13.992,8.0063,637568206.0
194,2020-09-30,000157.SZ,中联重科,64821164473.49,7.6115003592,7.78094390968,15.8589,11.2676,730630160.0
195,2020-03-31,000158.SZ,常山北明,15047860480.37,8.68,11.501445454545,196.24,49.7095,595179701.0
196,2020-06-30,000158.SZ,常山北明,15322086100.0,10.44,10.130315,79.528,17.9348,875532331.0
197,2020-09-30,000158.SZ,常山北明,15472939662.71,7.58,8.527340909091,33.3367,23.8947,714129069.0
198,2020-12-31,000158.SZ,常山北明,11325806365.81,6.2,6.779195652174,28.6923,23.8784,619716702.0
199,2021-03-31,000158.SZ,常山北明,8640658853.0,5.01,5.26657826087,24.0464,18.2971,524013222.0
200,2020-03-31,000159.SZ,国际实业,2626663799.04,4.9763939721,5.27471574248,108.326,32.4701,105383304.0
201,2020-06-30,000159.SZ,国际实业,2350002898.89,4.6982721533,4.734572017114,27.245,10.4575,113825092.0
202,2020-09-30,000159.SZ,国际实业,2955286182.64,5.662194336,6.118192196918,97.8759,17.3107,138102850.0
203,2020-12-31,000159.SZ,国际实业,2635183654.41,5.103949824,5.32365891408,52.7057,16.2393,164297469.0
204,2021-03-31,000159.SZ,国际实业,2604666304.44,5.891473332,5.421256351357,82.719,29.1353,185656844.0
205,2020-12-31,000166.SZ,申万宏源,131677269114.05,5.162926824,5.083297690754,7.5005,11.2963,1845197203.0
206,2021-03-31,000166.SZ,申万宏源,121269724721.6,4.537117512,4.614085255101,4.9864,5.8333,934151630.0
207,2020-09-30,000166.SZ,申万宏源,142092342115.1,5.1922616355,5.298969234665,7.777,10.6383,1984004878.0
208,2020-06-30,000166.SZ,申万宏源,111706887100.21,4.870498053,4.404878439133,7.431,18.75,1252079287.0
209,2020-03-31,000166.SZ,申万宏源,118994909419.2,4.2532468146,4.468552638972,7.481,16.6667,1118554551.0
210,2020-03-31,000301.SZ,东方盛虹,20088586208.74,4.644037656,4.764997710556,18.976,13.5729,85933103.0
211,2020-06-30,000301.SZ,东方盛虹,20879742697.35,5.52525,5.4956263125,13.249,10.2079,69080925.0
212,2020-09-30,000301.SZ,东方盛虹,28040767180.13,6.061875,6.258370994318,21.8928,11.4671,185542580.0
213,2020-12-31,000301.SZ,东方盛虹,41567940238.09,9.42075,9.76464798913,33.646,14.9551,205923948.0
214,2021-03-31,000301.SZ,东方盛虹,65507488573.59,14.03175,13.146245298913,43.1096,23.169,351079513.0
215,2021-03-31,000333.SZ,美的集团,657068765544.2,80.6196578403,83.585141011291,12.4415,17.7697,-683533366.0
216,2020-12-31,000333.SZ,美的集团,601500235060.32,96.5122110884,87.736587265908,9.9379,18.0196,-1844361430.0
217,2020-09-30,000333.SZ,美的集团,480022574969.89,71.178245886,68.28988507567,7.6127,12.8296,123305352.0
218,2020-06-30,000333.SZ,美的集团,386488715305.83,58.6191091119,58.128892859633,6.678,7.4551,1230184906.0
219,2020-03-31,000333.SZ,美的集团,379082088485.1,46.2225154356,49.108168276984,11.951,19.7926,2231612998.0
220,2020-03-31,000338.SZ,潍柴动力,111765422865.94,11.481938468,12.90863652463,37.61,28.5415,1611601406.0
221,2020-06-30,000338.SZ,潍柴动力,106734015318.92,13.171588276,13.077236694676,22.497,8.2055,1558608805.0
222,2020-09-30,000338.SZ,潍柴动力,123935399361.88,14.622561556,14.573508628252,26.2093,18.556,1344036584.0
223,2020-12-31,000338.SZ,潍柴动力,129172571456.05,15.4346351549,15.707878814347,27.6786,15.2187,1269293360.0
224,2021-03-31,000338.SZ,潍柴动力,162868983820.46,18.8069905244,20.008199282157,35.1517,23.9909,2330847826.0
225,2021-03-31,000400.SZ,许继电气,14580925596.94,15.277680726,14.965596787195,71.8321,21.7682,545649831.0
226,2020-12-31,000400.SZ,许继电气,15426250730.79,14.3451469674,15.474673090889,47.0123,16.0501,549584431.0
227,2020-03-31,000400.SZ,许继电气,12441220866.66,12.9280982985,13.908093760152,109.839,36.0338,523981623.0
228,2020-06-30,000400.SZ,许继电气,14010129410.1,13.095154908,13.062700077059,22.775,7.5235,484501135.0
229,2020-09-30,000400.SZ,许继电气,15239437557.71,13.6705480782,14.290168961671,22.5004,15.9033,508987228.0
230,2020-03-31,000401.SZ,冀东水泥,23939543945.21,18.3908331613,18.634515324119,97.797,23.2521,1085495166.0
231,2020-06-30,000401.SZ,冀东水泥,25503748843.31,15.4679600264,16.556585216824,40.996,13.3065,1018285661.0
232,2020-09-30,000401.SZ,冀东水泥,23942867585.08,14.9568615966,16.031312353127,23.0821,14.4531,959770309.0
233,2020-12-31,000401.SZ,冀东水泥,20949121393.99,13.645363739,14.424233302673,19.4035,13.539,956875562.0
234,2021-03-31,000401.SZ,冀东水泥,19942882339.77,15.091868729,14.873528073227,19.8341,8.0132,913390112.0
235,2020-03-31,000402.SZ,金融街,21566902373.02,6.0154827786,6.314061943622,9.056,14.121,628710358.0
236,2020-06-30,000402.SZ,金融街,19850414490.55,6.1074626376,6.115671840016,3.483,4.5386,539701444.0
237,2020-09-30,000402.SZ,金融街,20779754487.77,6.235697682,6.504692568691,5.0352,7.8947,530060826.0
238,2020-12-31,000402.SZ,金融街,20250245114.18,6.1687500075,6.386113721111,3.8348,8.6207,525546714.0
239,2021-03-31,000402.SZ,金融街,18959440977.88,6.5321802405,6.385485826773,36.0184,33.1137,644774549.0
