,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
1205,富煌钢构,002743.SZ,工业,资本品,建筑产品,建筑产品,成长型
1206,木林森,002745.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
1207,仙坛股份,002746.SZ,主要消费,食品、饮料与烟草,农牧渔产品,畜牧产品,混合型
1208,埃斯顿,002747.SZ,工业,资本品,机械制造,通用机械,成长型
1209,世龙实业,002748.SZ,原材料,原材料,化学制品,其他化学制品,混合型
1210,国光股份,002749.SZ,原材料,原材料,化学制品,化肥与农药,混合型
1211,龙津药业,002750.SZ,医药卫生,医药生物,制药,中药,价值型
1212,*ST易尚,002751.SZ,工业,商业服务与用品,商业服务与用品,办公服务与用品,成长型
1213,昇兴股份,002752.SZ,原材料,原材料,容器与包装,金属与玻璃容器,成长型
1214,永东股份,002753.SZ,原材料,原材料,化学制品,橡胶制品,混合型
1215,奥赛康,002755.SZ,医药卫生,医药生物,制药,化学药,混合型
1216,永兴材料,002756.SZ,原材料,原材料,钢铁,钢铁,价值型
1217,南兴股份,002757.SZ,工业,资本品,机械制造,其他机械设备,成长型
1218,浙农股份,002758.SZ,可选消费,汽车与汽车零部件,汽车与摩托车,汽车经销商与汽车服务,成长型
1219,天际股份,002759.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,混合型
1220,凤形股份,002760.SZ,工业,资本品,机械制造,通用机械,成长型
1221,浙江建投,002761.SZ,工业,资本品,建筑与工程,土木工程,成长型
1222,金发拉比,002762.SZ,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
1223,汇洁股份,002763.SZ,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
1224,蓝黛科技,002765.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,价值型
1225,索菱股份,002766.SZ,信息技术,计算机运用,软件开发,软件开发,价值型
1226,先锋电子,002767.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
1227,国恩股份,002768.SZ,原材料,原材料,化学制品,塑料制品,成长型
1228,普路通,002769.SZ,工业,交通运输,航空货运与物流,物流,价值型
1229,科迪退,002770.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
1230,真视通,002771.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,价值型
1231,众兴菌业,002772.SZ,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
1232,康弘药业,002773.SZ,医药卫生,医药生物,制药,中药,成长型
1233,快意电梯,002774.SZ,工业,资本品,机械制造,其他机械设备,成长型
1234,文科园林,002775.SZ,工业,资本品,建筑与工程,园林工程,混合型
1235,ST柏龙,002776.SZ,可选消费,耐用消费品与服装,纺织服装,服装服饰,混合型
1236,久远银海,002777.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
1237,中晟高科,002778.SZ,原材料,原材料,化学制品,其他化学制品,成长型
1238,中坚科技,002779.SZ,工业,资本品,机械制造,其他机械设备,价值型
1239,三夫户外,002780.SZ,可选消费,零售业,其他零售,其他零售,价值型
1240,*ST奇信,002781.SZ,工业,资本品,建筑与工程,建筑装修,价值型
1241,可立克,002782.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1242,凯龙股份,002783.SZ,原材料,原材料,化学制品,其他化学制品,混合型
1243,万里石,002785.SZ,工业,资本品,建筑产品,建筑产品,混合型
1244,银宝山新,002786.SZ,工业,资本品,机械制造,其他机械设备,混合型
1245,华源控股,002787.SZ,原材料,原材料,容器与包装,金属与玻璃容器,混合型
1246,鹭燕医药,002788.SZ,医药卫生,医药生物,制药,药品经销商,混合型
1247,建艺集团,002789.SZ,工业,资本品,建筑与工程,建筑装修,价值型
1248,瑞尔特,002790.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,混合型
1249,坚朗五金,002791.SZ,工业,资本品,建筑产品,建筑产品,成长型
1250,通宇通讯,002792.SZ,电信业务,通信设备,通信设备,通信传输设备,混合型
1251,罗欣药业,002793.SZ,医药卫生,医药生物,制药,化学药,混合型
1252,永和智控,002795.SZ,工业,资本品,建筑产品,建筑产品,混合型
1253,世嘉科技,002796.SZ,工业,资本品,机械制造,其他机械设备,成长型
1254,第一创业,002797.SZ,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
1255,帝欧家居,002798.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,成长型
1256,环球印务,002799.SZ,原材料,原材料,容器与包装,纸材料包装,成长型
1257,天顺股份,002800.SZ,工业,交通运输,航空货运与物流,物流,成长型
1258,微光股份,002801.SZ,工业,资本品,电气设备,电气部件与设备,成长型
1259,洪汇新材,002802.SZ,原材料,原材料,化学制品,纤维及树脂,混合型
1260,吉宏股份,002803.SZ,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
1261,丰元股份,002805.SZ,原材料,原材料,化学原料,化学原料,混合型
1262,华锋股份,002806.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1263,江阴银行,002807.SZ,金融地产,银行,商业银行,区域性银行,成长型
1264,恒久科技,002808.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
1265,红墙股份,002809.SZ,原材料,原材料,化学制品,其他化学制品,成长型
1266,山东赫达,002810.SZ,原材料,原材料,化学制品,其他化学制品,成长型
1267,郑中设计,002811.SZ,工业,资本品,建筑与工程,建筑装修,混合型
1268,恩捷股份,002812.SZ,原材料,原材料,化学制品,塑料制品,成长型
1269,路畅科技,002813.SZ,信息技术,计算机运用,软件开发,软件开发,价值型
1270,崇达技术,002815.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
1271,和科达,002816.SZ,工业,资本品,机械制造,其他机械设备,价值型
1272,黄山胶囊,002817.SZ,医药卫生,医药生物,制药,化学药,混合型
1273,富森美,002818.SZ,工业,商业服务与用品,商业服务与用品,市场服务,价值型
1274,东方中科,002819.SZ,信息技术,计算机及电子设备,电子设备,电脑及电子设备经销商,混合型
1275,桂发祥,002820.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
1276,凯莱英,002821.SZ,医药卫生,医药生物,制药,化学药,成长型
1277,中装建设,002822.SZ,工业,资本品,建筑与工程,建筑装修,成长型
1278,凯中精密,002823.SZ,工业,资本品,电气设备,电气部件与设备,价值型
1279,和胜股份,002824.SZ,原材料,原材料,有色金属,铝,混合型
1280,纳尔股份,002825.SZ,原材料,原材料,化学制品,塑料制品,成长型
1281,易明医药,002826.SZ,医药卫生,医药生物,制药,中药,成长型
1282,高争民爆,002827.SZ,原材料,原材料,化学制品,其他化学制品,成长型
1283,贝肯能源,002828.SZ,能源,能源,能源开采设备与服务,石油与天然气钻井,混合型
1284,星网宇达,002829.SZ,工业,资本品,航空航天与国防,航空航天与国防,成长型
1285,名雕股份,002830.SZ,可选消费,消费者服务,综合消费者服务,特殊消费者服务,价值型
1286,裕同科技,002831.SZ,原材料,原材料,容器与包装,纸材料包装,成长型
1287,比音勒芬,002832.SZ,可选消费,耐用消费品与服装,纺织服装,服装服饰,成长型
1288,弘亚数控,002833.SZ,工业,资本品,机械制造,其他机械设备,成长型
1289,同为股份,002835.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1290,新宏泽,002836.SZ,工业,商业服务与用品,商业服务与用品,商业印刷,混合型
1291,英维克,002837.SZ,工业,资本品,机械制造,其他机械设备,成长型
1292,道恩股份,002838.SZ,原材料,原材料,化学制品,塑料制品,成长型
1293,张家港行,002839.SZ,金融地产,银行,商业银行,区域性银行,混合型
1294,华统股份,002840.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
1295,视源股份,002841.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
1296,翔鹭钨业,002842.SZ,原材料,原材料,有色金属,稀有金属,混合型
1297,泰嘉股份,002843.SZ,工业,资本品,机械制造,通用机械,价值型
1298,同兴达,002845.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
1299,英联股份,002846.SZ,原材料,原材料,容器与包装,金属与玻璃容器,成长型
1300,盐津铺子,002847.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
1301,高斯贝尔,002848.SZ,电信业务,通信设备,通信设备,通信终端设备,价值型
1302,威星智能,002849.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1303,科达利,002850.SZ,工业,资本品,电气设备,新能源设备,成长型
1304,麦格米特,002851.SZ,工业,资本品,电气设备,电气部件与设备,成长型
1305,道道全,002852.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
1306,皮阿诺,002853.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
1307,捷荣技术,002855.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1308,美芝股份,002856.SZ,工业,资本品,建筑与工程,建筑装修,混合型
1309,三晖电气,002857.SZ,工业,资本品,电气设备,电气部件与设备,混合型
1310,力盛体育,002858.SZ,可选消费,消费者服务,酒店、餐馆与休闲,休闲服务,混合型
1311,洁美科技,002859.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1312,星帅尔,002860.SZ,工业,资本品,电气设备,电气部件与设备,成长型
1313,瀛通通讯,002861.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
1314,实丰文化,002862.SZ,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,价值型
1315,今飞凯达,002863.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
1316,盘龙药业,002864.SZ,医药卫生,医药生物,制药,中药,成长型
1317,钧达股份,002865.SZ,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
1318,传艺科技,002866.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1319,周大生,002867.SZ,可选消费,耐用消费品与服装,珠宝与奢侈品,珠宝与奢侈品,成长型
1320,绿康生化,002868.SZ,医药卫生,医药生物,制药,化学药,价值型
1321,金溢科技,002869.SZ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
1322,香山股份,002870.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
1323,伟隆股份,002871.SZ,工业,资本品,机械制造,通用机械,混合型
1324,ST天圣,002872.SZ,医药卫生,医药生物,制药,药品经销商,混合型
1325,新天药业,002873.SZ,医药卫生,医药生物,制药,中药,成长型
1326,安奈儿,002875.SZ,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
1327,三利谱,002876.SZ,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
1328,智能自控,002877.SZ,工业,资本品,机械制造,其他机械设备,混合型
1329,元隆雅图,002878.SZ,可选消费,传媒,传媒,营销与广告,成长型
1330,长缆科技,002879.SZ,工业,资本品,电气设备,电气部件与设备,混合型
1331,卫光生物,002880.SZ,医药卫生,医药生物,生物科技,生物科技,成长型
1332,美格智能,002881.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1333,金龙羽,002882.SZ,工业,资本品,电气设备,电气部件与设备,成长型
1334,中设股份,002883.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
1335,凌霄泵业,002884.SZ,工业,资本品,机械制造,通用机械,成长型
1336,京泉华,002885.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
1337,沃特股份,002886.SZ,原材料,原材料,化学制品,塑料制品,成长型
1338,绿茵生态,002887.SZ,工业,资本品,环保设备、工程与服务,环保服务,成长型
1339,惠威科技,002888.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,混合型
1340,东方嘉盛,002889.SZ,工业,交通运输,航空货运与物流,物流,价值型
1341,弘宇股份,002890.SZ,工业,资本品,机械制造,农用机械,成长型
1342,中宠股份,002891.SZ,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
1343,科力尔,002892.SZ,工业,资本品,电气设备,电气部件与设备,成长型
1344,华通热力,002893.SZ,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,价值型
1345,川恒股份,002895.SZ,原材料,原材料,化学制品,其他化学制品,成长型
1346,中大力德,002896.SZ,工业,资本品,机械制造,通用机械,成长型
1347,意华股份,002897.SZ,电信业务,通信设备,通信设备,通信传输设备,成长型
1348,赛隆药业,002898.SZ,医药卫生,医药生物,制药,化学药,价值型
1349,英派斯,002899.SZ,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,混合型
1350,哈三联,002900.SZ,医药卫生,医药生物,制药,化学药,混合型
1351,大博医疗,002901.SZ,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
1352,铭普光磁,002902.SZ,电信业务,通信设备,通信设备,通信传输设备,混合型
1353,宇环数控,002903.SZ,工业,资本品,机械制造,通用机械,成长型
1354,金逸影视,002905.SZ,可选消费,传媒,传媒,电影与娱乐,价值型
