,日期,股票代码,股票名称,基金持股比例 [单位]% [比例类型]占流通股比例,基金持股数量 [单位]股,持股基金家数 [股本类型]流通股本
3597,2019-12-31,002622.SZ,融钰集团,0.01904214,159954.0,4.0
3598,2019-06-30,002623.SZ,亚玛顿,0.0020625,3300.0,1.0
3599,2019-12-31,002623.SZ,亚玛顿,0.6771875,1083500.0,3.0
3600,2020-03-31,002623.SZ,亚玛顿,1.53975501,2463608.0,2.0
3601,2019-03-31,002624.SZ,完美世界,14.22961903,69425861.0,72.0
3602,2019-06-30,002624.SZ,完美世界,5.56241446,83135911.0,284.0
3603,2019-09-30,002624.SZ,完美世界,5.64525686,72976116.0,66.0
3604,2019-12-31,002624.SZ,完美世界,15.53320293,200870545.0,668.0
3605,2020-03-31,002624.SZ,完美世界,11.38563255,147235454.0,250.0
3606,2019-06-30,002625.SZ,光启技术,0.97014946,4956078.0,65.0
3607,2019-12-31,002625.SZ,光启技术,1.66823518,9522299.0,62.0
3608,2019-06-30,002626.SZ,金达威,0.40107038,2407292.0,30.0
3609,2019-09-30,002626.SZ,金达威,0.47277912,2837700.0,4.0
3610,2019-12-31,002626.SZ,金达威,1.08932067,6715465.0,28.0
3611,2020-03-31,002626.SZ,金达威,0.5974923,3683432.0,18.0
3612,2019-06-30,002627.SZ,三峡旅游,1.06857065,2987817.0,10.0
3613,2019-09-30,002627.SZ,三峡旅游,1.21391052,3394200.0,1.0
3614,2019-12-31,002627.SZ,三峡旅游,2.70332886,7558744.0,10.0
3615,2020-03-31,002627.SZ,三峡旅游,2.39463109,6695598.0,2.0
3616,2019-06-30,002628.SZ,成都路桥,0.02749722,202769.0,4.0
3617,2019-12-31,002628.SZ,成都路桥,0.02243902,165469.0,3.0
3618,2020-03-31,002628.SZ,成都路桥,0.01848346,136300.0,1.0
3619,2019-06-30,002630.SZ,华西能源,0.0174376,205903.0,9.0
3620,2019-12-31,002630.SZ,华西能源,0.00545647,64430.0,5.0
3621,2019-03-31,002631.SZ,德尔未来,0.01711044,111300.0,1.0
3622,2019-06-30,002631.SZ,德尔未来,0.00602632,39200.0,6.0
3623,2019-12-31,002631.SZ,德尔未来,0.00517085,33900.0,5.0
3624,2019-03-31,002632.SZ,道明光学,0.62984985,3836232.0,9.0
3625,2019-06-30,002632.SZ,道明光学,0.35268473,2148100.0,13.0
3626,2019-12-31,002632.SZ,道明光学,0.71398881,4388142.0,15.0
3627,2020-03-31,002632.SZ,道明光学,2.02867645,12468151.0,4.0
3628,2019-12-31,002633.SZ,申科股份,0.11364698,170300.0,3.0
3629,2019-03-31,002634.SZ,棒杰股份,0.01720164,79300.0,1.0
3630,2019-06-30,002634.SZ,棒杰股份,0.06468576,298203.0,4.0
3631,2019-12-31,002634.SZ,棒杰股份,0.01515242,69603.0,4.0
3632,2019-03-31,002635.SZ,安洁科技,0.62709538,3931653.0,4.0
3633,2019-06-30,002635.SZ,安洁科技,2.78181332,18116198.0,118.0
3634,2019-09-30,002635.SZ,安洁科技,0.59474894,3728853.0,1.0
3635,2019-12-31,002635.SZ,安洁科技,2.18181034,13679133.0,74.0
3636,2020-03-31,002635.SZ,安洁科技,0.4588397,2876753.0,1.0
3637,2019-06-30,002636.SZ,金安国纪,0.11388943,286252.0,14.0
3638,2019-09-30,002636.SZ,金安国纪,1.25116375,3144700.0,2.0
3639,2019-12-31,002636.SZ,金安国纪,0.49104958,3574841.0,20.0
3640,2019-03-31,002637.SZ,赞宇科技,0.82828711,2663937.0,1.0
3641,2019-06-30,002637.SZ,赞宇科技,1.07724302,3464629.0,16.0
3642,2019-12-31,002637.SZ,赞宇科技,0.34558174,1452601.0,3.0
3643,2020-03-31,002637.SZ,赞宇科技,0.03858827,162200.0,1.0
3644,2019-06-30,002638.SZ,勤上股份,0.06447176,631417.0,8.0
3645,2019-12-31,002638.SZ,勤上股份,0.03916978,383617.0,5.0
3646,2019-03-31,002639.SZ,雪人股份,0.95314303,6279217.0,2.0
3647,2019-06-30,002639.SZ,雪人股份,0.80669421,5437706.0,5.0
3648,2019-09-30,002639.SZ,雪人股份,0.43823266,2954007.0,1.0
3649,2019-12-31,002639.SZ,雪人股份,0.02014619,135800.0,9.0
3650,2019-03-31,002640.SZ,*ST跨境,2.66705462,36247330.0,8.0
3651,2019-06-30,002640.SZ,*ST跨境,3.01781312,42850542.0,86.0
