,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
2893,*ST金泰,600385.SH,医药卫生,医药生物,制药,化学药,混合型
2894,北巴传媒,600386.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车经销商与汽车服务,价值型
2895,ST海越,600387.SH,能源,能源,石油与天然气,石油与天然气的炼制和营销,价值型
2896,龙净环保,600388.SH,工业,资本品,环保设备、工程与服务,环保设备,混合型
2897,江山股份,600389.SH,原材料,原材料,化学制品,化肥与农药,混合型
2898,五矿资本,600390.SH,金融地产,其他金融,其他金融服务,其它综合性金融服务,价值型
2899,航发科技,600391.SH,工业,资本品,航空航天与国防,航空航天与国防,混合型
2900,盛和资源,600392.SH,原材料,原材料,有色金属,稀有金属,成长型
2901,ST粤泰,600393.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2902,盘江股份,600395.SH,能源,能源,煤炭,煤炭,价值型
2903,金山股份,600396.SH,公用事业,公用事业,电力,火电,混合型
2904,安源煤业,600397.SH,能源,能源,煤炭,煤炭,价值型
2905,海澜之家,600398.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
2906,抚顺特钢,600399.SH,原材料,原材料,钢铁,钢铁,成长型
2907,红豆股份,600400.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,成长型
2908,ST大有,600403.SH,能源,能源,煤炭,煤炭,混合型
2909,动力源,600405.SH,工业,资本品,电气设备,电气部件与设备,价值型
2910,国电南瑞,600406.SH,工业,资本品,电气设备,电气部件与设备,成长型
2911,ST安泰,600408.SH,原材料,原材料,钢铁,钢铁,成长型
2912,三友化工,600409.SH,原材料,原材料,化学原料,化学原料,价值型
2913,华胜天成,600410.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
2914,小商品城,600415.SH,工业,商业服务与用品,商业服务与用品,市场服务,价值型
2915,湘电股份,600416.SH,工业,资本品,电气设备,新能源设备,价值型
2916,江淮汽车,600418.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2917,天润乳业,600419.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
2918,国药现代,600420.SH,医药卫生,医药生物,制药,化学药,价值型
2919,华嵘控股,600421.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
2920,昆药集团,600422.SH,医药卫生,医药生物,制药,中药,混合型
2921,柳化股份,600423.SH,原材料,原材料,化学制品,化肥与农药,混合型
2922,青松建化,600425.SH,原材料,原材料,建筑材料,水泥,混合型
2923,华鲁恒升,600426.SH,原材料,原材料,化学原料,化学原料,混合型
2924,中远海特,600428.SH,工业,交通运输,航运,航运,价值型
2925,三元股份,600429.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
2926,冠豪高新,600433.SH,原材料,原材料,纸类与林业产品,纸制品,成长型
2927,北方导航,600435.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2928,片仔癀,600436.SH,医药卫生,医药生物,制药,中药,成长型
2929,通威股份,600438.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
2930,瑞贝卡,600439.SH,主要消费,家庭与个人用品,个人用品,个人用品,价值型
2931,国机通用,600444.SH,工业,资本品,机械制造,其他机械设备,混合型
2932,金证股份,600446.SH,信息技术,计算机运用,软件开发,软件开发,成长型
2933,华纺股份,600448.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
2934,宁夏建材,600449.SH,原材料,原材料,建筑材料,水泥,价值型
2935,涪陵电力,600452.SH,公用事业,公用事业,电网,电网,混合型
2936,博通股份,600455.SH,可选消费,消费者服务,综合消费者服务,教育服务,成长型
2937,宝钛股份,600456.SH,原材料,原材料,有色金属,稀有金属,成长型
2938,时代新材,600458.SH,原材料,原材料,化学制品,其他化学制品,混合型
2939,贵研铂业,600459.SH,原材料,原材料,有色金属,黄金及其它贵金属,混合型
2940,士兰微,600460.SH,信息技术,半导体,半导体,半导体,成长型
2941,洪城环境,600461.SH,公用事业,公用事业,水务,水务,混合型
2942,ST九有,600462.SH,工业,交通运输,航空货运与物流,物流,价值型
2943,空港股份,600463.SH,工业,资本品,建筑与工程,土木工程,价值型
2944,蓝光发展,600466.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
2945,好当家,600467.SH,主要消费,食品、饮料与烟草,农牧渔产品,渔业产品,混合型
2946,百利电气,600468.SH,工业,资本品,电气设备,电气部件与设备,成长型
2947,风神股份,600469.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,轮胎,成长型
2948,六国化工,600470.SH,原材料,原材料,化学制品,化肥与农药,价值型
2949,华光环能,600475.SH,工业,资本品,电气设备,重型电气设备,价值型
2950,湘邮科技,600476.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
2951,杭萧钢构,600477.SH,工业,资本品,建筑产品,建筑产品,价值型
2952,科力远,600478.SH,工业,资本品,电气设备,新能源设备,成长型
2953,千金药业,600479.SH,医药卫生,医药生物,制药,中药,价值型
2954,凌云股份,600480.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
2955,双良节能,600481.SH,工业,资本品,机械制造,通用机械,成长型
2956,中国动力,600482.SH,工业,资本品,机械制造,船舶制造,混合型
2957,福能股份,600483.SH,公用事业,公用事业,电力,火电,价值型
2958,扬农化工,600486.SH,原材料,原材料,化学制品,化肥与农药,混合型
2959,亨通光电,600487.SH,电信业务,通信设备,通信设备,通信传输设备,成长型
2960,天药股份,600488.SH,医药卫生,医药生物,制药,化学药,混合型
2961,中金黄金,600489.SH,原材料,原材料,有色金属,黄金及其它贵金属,成长型
2962,鹏欣资源,600490.SH,原材料,原材料,有色金属,铜,成长型
2963,龙元建设,600491.SH,工业,资本品,建筑与工程,土木工程,价值型
2964,凤竹纺织,600493.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
2965,晋西车轴,600495.SH,工业,资本品,机械制造,铁路设备,混合型
2966,精工钢构,600496.SH,工业,资本品,建筑产品,建筑产品,成长型
2967,驰宏锌锗,600497.SH,原材料,原材料,有色金属,其它有色金属及合金,价值型
2968,烽火通信,600498.SH,电信业务,通信设备,通信设备,通信终端设备,价值型
2969,科达制造,600499.SH,工业,资本品,机械制造,其他机械设备,混合型
2970,中化国际,600500.SH,原材料,原材料,化学制品,其他化学制品,价值型
2971,航天晨光,600501.SH,工业,资本品,机械制造,其他机械设备,混合型
2972,安徽建工,600502.SH,工业,资本品,建筑与工程,土木工程,价值型
2973,华丽家族,600503.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2974,西昌电力,600505.SH,公用事业,公用事业,电力,水电,混合型
2975,*ST香梨,600506.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
2976,方大特钢,600507.SH,原材料,原材料,钢铁,钢铁,价值型
2977,上海能源,600508.SH,能源,能源,煤炭,煤炭,价值型
2978,天富能源,600509.SH,公用事业,公用事业,电力,火电,混合型
2979,黑牡丹,600510.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2980,国药股份,600511.SH,医药卫生,医药生物,制药,药品经销商,混合型
2981,腾达建设,600512.SH,工业,资本品,建筑与工程,土木工程,混合型
2982,联环药业,600513.SH,医药卫生,医药生物,制药,化学药,混合型
2983,*ST基础,600515.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2984,方大炭素,600516.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,价值型
2985,国网英大,600517.SH,工业,资本品,电气设备,电气部件与设备,价值型
2986,*ST康美,600518.SH,医药卫生,医药生物,制药,药品经销商,混合型
2987,贵州茅台,600519.SH,主要消费,食品、饮料与烟草,饮料,白酒,成长型
2988,文一科技,600520.SH,工业,资本品,机械制造,通用机械,混合型
2989,华海药业,600521.SH,医药卫生,医药生物,制药,化学药,成长型
2990,中天科技,600522.SH,电信业务,通信设备,通信设备,通信传输设备,混合型
2991,贵航股份,600523.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
2992,长园集团,600525.SH,工业,资本品,电气设备,电气部件与设备,混合型
2993,菲达环保,600526.SH,工业,资本品,环保设备、工程与服务,环保设备,混合型
2994,江南高纤,600527.SH,原材料,原材料,化学制品,纤维及树脂,混合型
2995,中铁工业,600528.SH,工业,资本品,机械制造,工程机械,混合型
2996,山东药玻,600529.SH,原材料,原材料,容器与包装,金属与玻璃容器,混合型
2997,交大昂立,600530.SH,医药卫生,医药生物,生物科技,生物科技,混合型
2998,豫光金铅,600531.SH,原材料,原材料,有色金属,其它有色金属及合金,成长型
2999,未来股份,600532.SH,能源,能源,煤炭,煤炭,成长型
3000,栖霞建设,600533.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
3001,天士力,600535.SH,医药卫生,医药生物,制药,中药,成长型
3002,中国软件,600536.SH,信息技术,计算机运用,软件开发,软件开发,成长型
3003,亿晶光电,600537.SH,工业,资本品,电气设备,新能源设备,混合型
3004,国发股份,600538.SH,医药卫生,医药生物,制药,药品经销商,混合型
3005,狮头股份,600539.SH,工业,资本品,环保设备、工程与服务,环保设备,成长型
3006,新赛股份,600540.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
3007,莫高股份,600543.SH,主要消费,食品、饮料与烟草,饮料,葡萄酒及其他,价值型
3008,卓郎智能,600545.SH,工业,资本品,机械制造,通用机械,价值型
3009,山煤国际,600546.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,价值型
3010,山东黄金,600547.SH,原材料,原材料,有色金属,黄金及其它贵金属,成长型
3011,深高速,600548.SH,工业,交通运输,交通基本设施,高速公路,混合型
3012,厦门钨业,600549.SH,原材料,原材料,有色金属,稀有金属,成长型
3013,保变电气,600550.SH,工业,资本品,电气设备,重型电气设备,成长型
3014,时代出版,600551.SH,可选消费,传媒,传媒,出版,成长型
3015,凯盛科技,600552.SH,信息技术,计算机及电子设备,电子设备,光电子器件,混合型
3016,*ST海创,600555.SH,可选消费,消费者服务,酒店、餐馆与休闲,休闲服务,混合型
3017,天下秀,600556.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
3018,康缘药业,600557.SH,医药卫生,医药生物,制药,中药,价值型
3019,大西洋,600558.SH,原材料,原材料,有色金属,其它有色金属及合金,成长型
3020,老白干酒,600559.SH,主要消费,食品、饮料与烟草,饮料,白酒,成长型
3021,金自天正,600560.SH,工业,资本品,机械制造,通用机械,混合型
3022,江西长运,600561.SH,工业,交通运输,道路运输,公共交通,价值型
3023,国睿科技,600562.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
3024,法拉电子,600563.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
3025,迪马股份,600565.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
3026,济川药业,600566.SH,医药卫生,医药生物,制药,中药,成长型
3027,山鹰国际,600567.SH,原材料,原材料,容器与包装,纸材料包装,价值型
3028,ST中珠,600568.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
3029,安阳钢铁,600569.SH,原材料,原材料,钢铁,钢铁,价值型
3030,恒生电子,600570.SH,金融地产,资本市场,资本市场,金融交易与数据,成长型
3031,信雅达,600571.SH,信息技术,计算机运用,软件开发,软件开发,混合型
3032,康恩贝,600572.SH,医药卫生,医药生物,制药,中药,混合型
3033,惠泉啤酒,600573.SH,主要消费,食品、饮料与烟草,饮料,啤酒,混合型
3034,淮河能源,600575.SH,工业,交通运输,航空货运与物流,物流,混合型
3035,祥源文化,600576.SH,可选消费,传媒,传媒,电影与娱乐,价值型
3036,精达股份,600577.SH,工业,资本品,电气设备,电气部件与设备,成长型
3037,京能电力,600578.SH,公用事业,公用事业,电力,火电,混合型
3038,克劳斯,600579.SH,工业,资本品,机械制造,其他机械设备,价值型
3039,卧龙电驱,600580.SH,工业,资本品,电气设备,电气部件与设备,混合型
3040,八一钢铁,600581.SH,原材料,原材料,钢铁,钢铁,价值型
3041,天地科技,600582.SH,工业,资本品,机械制造,其他机械设备,价值型
3042,海油工程,600583.SH,能源,能源,能源开采设备与服务,石油与天然气开采设备与服务,成长型
3043,长电科技,600584.SH,信息技术,半导体,半导体,半导体,成长型
3044,海螺水泥,600585.SH,原材料,原材料,建筑材料,水泥,混合型
3045,金晶科技,600586.SH,原材料,原材料,建筑材料,玻璃,混合型
3046,新华医疗,600587.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
3047,用友网络,600588.SH,信息技术,计算机运用,软件开发,软件开发,成长型
