,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
2556,泽宇智能,301179.SZ,工业,商业服务与用品,商业服务与用品,其他商业服务,成长型
2557,万祥科技,301180.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2558,凯旺科技,301182.SZ,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2559,鸥玛软件,301185.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
2560,超达装备,301186.SZ,工业,资本品,机械制造,其他机械设备,混合型
2561,力诺特玻,301188.SZ,原材料,原材料,建筑材料,玻璃,成长型
2562,奥尼电子,301189.SZ,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,成长型
2563,善水科技,301190.SZ,原材料,原材料,化学制品,印染化学品,成长型
2564,家联科技,301193.SZ,原材料,原材料,化学制品,塑料制品,成长型
2565,喜悦智行,301198.SZ,原材料,原材料,化学制品,塑料制品,成长型
2566,迈赫股份,301199.SZ,工业,资本品,机械制造,其他机械设备,成长型
2567,亨迪药业,301211.SZ,医药卫生,医药生物,制药,化学药,成长型
2568,观想科技,301213.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
2569,光庭信息,301221.SZ,信息技术,计算机运用,软件开发,软件开发,成长型
2570,诺思兰德,430047.BJ,医药卫生,医药生物,制药,化学药,成长型
2571,同辉信息,430090.BJ,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
2572,微创光电,430198.BJ,电信业务,通信设备,通信设备,通信终端设备,成长型
2573,苏轴股份,430418.BJ,工业,资本品,机械制造,通用机械,成长型
2574,佳先股份,430489.BJ,原材料,原材料,化学原料,化学原料,成长型
2575,丰光精密,430510.BJ,工业,资本品,机械制造,通用机械,成长型
2576,浦发银行,600000.SH,金融地产,银行,商业银行,综合性银行,价值型
2577,白云机场,600004.SH,工业,交通运输,交通基本设施,机场,价值型
2578,东风汽车,600006.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2579,中国国贸,600007.SH,金融地产,房地产,房地产管理与服务,房地产管理与服务,价值型
2580,首创环保,600008.SH,公用事业,公用事业,水务,水务,成长型
2581,上海机场,600009.SH,工业,交通运输,交通基本设施,机场,价值型
2582,包钢股份,600010.SH,原材料,原材料,钢铁,钢铁,混合型
2583,华能国际,600011.SH,公用事业,公用事业,电力,火电,混合型
2584,皖通高速,600012.SH,工业,交通运输,交通基本设施,高速公路,混合型
2585,华夏银行,600015.SH,金融地产,银行,商业银行,综合性银行,混合型
2586,民生银行,600016.SH,金融地产,银行,商业银行,综合性银行,价值型
2587,日照港,600017.SH,工业,交通运输,交通基本设施,港口,混合型
2588,上港集团,600018.SH,工业,交通运输,交通基本设施,港口,混合型
2589,宝钢股份,600019.SH,原材料,原材料,钢铁,钢铁,价值型
2590,中原高速,600020.SH,工业,交通运输,交通基本设施,高速公路,混合型
2591,上海电力,600021.SH,公用事业,公用事业,电力,火电,混合型
2592,山东钢铁,600022.SH,原材料,原材料,钢铁,钢铁,价值型
2593,浙能电力,600023.SH,公用事业,公用事业,电力,火电,价值型
2594,华能水电,600025.SH,公用事业,公用事业,电力,水电,成长型
2595,中远海能,600026.SH,工业,交通运输,航运,航运,混合型
2596,华电国际,600027.SH,公用事业,公用事业,电力,火电,混合型
2597,中国石化,600028.SH,能源,能源,石油与天然气,综合性石油与天然气企业,价值型
2598,南方航空,600029.SH,工业,交通运输,航空公司,航空公司,价值型
2599,中信证券,600030.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
2600,三一重工,600031.SH,工业,资本品,机械制造,工程机械,成长型
2601,浙江新能,600032.SH,公用事业,公用事业,电力,水电,成长型
2602,福建高速,600033.SH,工业,交通运输,交通基本设施,高速公路,价值型
2603,楚天高速,600035.SH,工业,交通运输,交通基本设施,高速公路,价值型
2604,招商银行,600036.SH,金融地产,银行,商业银行,综合性银行,混合型
2605,歌华有线,600037.SH,可选消费,传媒,传媒,广播与有线电视,价值型
2606,中直股份,600038.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2607,四川路桥,600039.SH,工业,资本品,建筑与工程,土木工程,混合型
2608,保利发展,600048.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
2609,中国联通,600050.SH,电信业务,电信服务,电信运营服务,电信运营服务,混合型
2610,宁波联合,600051.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,混合型
2611,东望时代,600052.SH,可选消费,传媒,传媒,电影与娱乐,成长型
2612,九鼎投资,600053.SH,金融地产,资本市场,资本市场,资产管理与托管银行,成长型
2613,黄山旅游,600054.SH,可选消费,消费者服务,酒店、餐馆与休闲,景点,价值型
2614,万东医疗,600055.SH,医药卫生,医疗器械与服务,医疗器械,医疗器械,成长型
2615,中国医药,600056.SH,医药卫生,医药生物,制药,药品经销商,价值型
2616,厦门象屿,600057.SH,工业,交通运输,航空货运与物流,物流,混合型
2617,五矿发展,600058.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,混合型
2618,古越龙山,600059.SH,主要消费,食品、饮料与烟草,饮料,黄酒,价值型
2619,海信视像,600060.SH,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,混合型
2620,国投资本,600061.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
2621,华润双鹤,600062.SH,医药卫生,医药生物,制药,化学药,混合型
2622,皖维高新,600063.SH,原材料,原材料,化学制品,纤维及树脂,成长型
2623,南京高科,600064.SH,金融地产,房地产,房地产开发与园区,园区,价值型
2624,宇通客车,600066.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2625,冠城大通,600067.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2626,浙江富润,600070.SH,可选消费,传媒,传媒,营销与广告,混合型
2627,凤凰光学,600071.SH,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,混合型
2628,中船科技,600072.SH,工业,资本品,建筑与工程,土木工程,混合型
2629,上海梅林,600073.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
2630,新疆天业,600075.SH,原材料,原材料,化学原料,化学原料,价值型
2631,康欣新材,600076.SH,原材料,原材料,纸类与林业产品,林业产品,价值型
2632,宋都股份,600077.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2633,*ST澄星,600078.SH,原材料,原材料,化学原料,化学原料,价值型
2634,人福医药,600079.SH,医药卫生,医药生物,制药,化学药,混合型
2635,金花股份,600080.SH,医药卫生,医药生物,制药,化学药,混合型
2636,东风科技,600081.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,价值型
2637,海泰发展,600082.SH,金融地产,房地产,房地产开发与园区,园区,成长型
2638,*ST博信,600083.SH,可选消费,零售业,其他零售,其他零售,成长型
2639,*ST中葡,600084.SH,主要消费,食品、饮料与烟草,饮料,葡萄酒及其他,混合型
2640,同仁堂,600085.SH,医药卫生,医药生物,制药,中药,混合型
2641,中视传媒,600088.SH,可选消费,传媒,传媒,电影与娱乐,价值型
2642,特变电工,600089.SH,工业,资本品,电气设备,电气部件与设备,价值型
2643,*ST济堂,600090.SH,医药卫生,医药生物,制药,药品经销商,价值型
2644,*ST明科,600091.SH,原材料,原材料,化学原料,化学原料,价值型
2645,*ST易见,600093.SH,工业,交通运输,航空货运与物流,物流,价值型
2646,大名城,600094.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2647,湘财股份,600095.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,混合型
2648,云天化,600096.SH,原材料,原材料,化学制品,化肥与农药,混合型
2649,开创国际,600097.SH,主要消费,食品、饮料与烟草,农牧渔产品,渔业产品,混合型
2650,广州发展,600098.SH,公用事业,公用事业,电力,火电,成长型
2651,林海股份,600099.SH,可选消费,汽车与汽车零部件,汽车与摩托车,摩托车,混合型
2652,同方股份,600100.SH,信息技术,计算机及电子设备,电脑与外围设备,电脑与外围设备,成长型
2653,明星电力,600101.SH,公用事业,公用事业,电力,水电,混合型
2654,青山纸业,600103.SH,原材料,原材料,纸类与林业产品,纸制品,成长型
2655,上汽集团,600104.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2656,永鼎股份,600105.SH,电信业务,通信设备,通信设备,通信传输设备,价值型
2657,重庆路桥,600106.SH,工业,交通运输,交通基本设施,高速公路,混合型
2658,美尔雅,600107.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,成长型
2659,亚盛集团,600108.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
2660,国金证券,600109.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,混合型
2661,诺德股份,600110.SH,工业,资本品,电气设备,新能源设备,价值型
2662,北方稀土,600111.SH,原材料,原材料,有色金属,稀有金属,成长型
2663,*ST天成,600112.SH,工业,资本品,电气设备,电气部件与设备,价值型
2664,浙江东日,600113.SH,工业,商业服务与用品,商业服务与用品,市场服务,成长型
2665,东睦股份,600114.SH,工业,资本品,机械制造,其他机械设备,价值型
2666,中国东航,600115.SH,工业,交通运输,航空公司,航空公司,价值型
2667,三峡水利,600116.SH,公用事业,公用事业,电力,水电,成长型
2668,西宁特钢,600117.SH,原材料,原材料,钢铁,钢铁,混合型
2669,中国卫星,600118.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2670,长江投资,600119.SH,工业,交通运输,航空货运与物流,物流,价值型
2671,浙江东方,600120.SH,金融地产,其他金融,其他金融服务,其它综合性金融服务,成长型
2672,郑州煤电,600121.SH,能源,能源,煤炭,煤炭,价值型
2673,ST宏图,600122.SH,可选消费,零售业,其他零售,其他零售,价值型
2674,兰花科创,600123.SH,能源,能源,煤炭,煤炭,价值型
2675,铁龙物流,600125.SH,工业,交通运输,道路运输,铁路运输,混合型
2676,杭钢股份,600126.SH,原材料,原材料,钢铁,钢铁,成长型
2677,金健米业,600127.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
2678,弘业股份,600128.SH,可选消费,零售业,日用品经销商,日用品经销商,混合型
2679,太极集团,600129.SH,医药卫生,医药生物,制药,中药,成长型
2680,波导股份,600130.SH,电信业务,通信设备,通信设备,通信终端设备,混合型
2681,国网信通,600131.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,成长型
2682,重庆啤酒,600132.SH,主要消费,食品、饮料与烟草,饮料,啤酒,混合型
2683,东湖高新,600133.SH,工业,资本品,建筑与工程,土木工程,成长型
2684,乐凯胶片,600135.SH,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,混合型
2685,当代文体,600136.SH,可选消费,传媒,传媒,电影与娱乐,混合型
2686,浪莎股份,600137.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,混合型
2687,中青旅,600138.SH,可选消费,消费者服务,酒店、餐馆与休闲,旅行社,价值型
2688,ST西源,600139.SH,金融地产,其他金融,消费信贷,消费信贷,价值型
2689,兴发集团,600141.SH,原材料,原材料,化学原料,化学原料,混合型
2690,金发科技,600143.SH,原材料,原材料,化学制品,塑料制品,成长型
2691,*ST新亿,600145.SH,原材料,原材料,建筑材料,其他建材,价值型
2692,*ST环球,600146.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
2693,长春一东,600148.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
2694,廊坊发展,600149.SH,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,混合型
2695,中国船舶,600150.SH,工业,资本品,机械制造,船舶制造,成长型
2696,航天机电,600151.SH,工业,资本品,电气设备,新能源设备,混合型
2697,维科技术,600152.SH,工业,资本品,电气设备,新能源设备,混合型
2698,建发股份,600153.SH,工业,交通运输,航空货运与物流,物流,混合型
2699,华创阳安,600155.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
2700,华升股份,600156.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,混合型
2701,永泰能源,600157.SH,能源,能源,煤炭,煤炭,成长型
2702,中体产业,600158.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2703,大龙地产,600159.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2704,巨化股份,600160.SH,原材料,原材料,化学原料,化学原料,价值型
2705,天坛生物,600161.SH,医药卫生,医药生物,生物科技,生物科技,成长型
2706,香江控股,600162.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
2707,中闽能源,600163.SH,公用事业,公用事业,电力,新能源发电,成长型
2708,新日恒力,600165.SH,原材料,原材料,化学原料,化学原料,混合型
2709,福田汽车,600166.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,混合型
2710,联美控股,600167.SH,公用事业,公用事业,供热或其他公用事业,供热或其他公用事业,混合型
2711,武汉控股,600168.SH,公用事业,公用事业,水务,水务,价值型
2712,太原重工,600169.SH,工业,资本品,机械制造,工程机械,混合型
2713,上海建工,600170.SH,工业,资本品,建筑与工程,土木工程,价值型
2714,上海贝岭,600171.SH,信息技术,半导体,半导体,半导体,成长型
2715,黄河旋风,600172.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,价值型
2716,卧龙地产,600173.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2717,中国巨石,600176.SH,原材料,原材料,化学制品,其他化学制品,混合型
2718,雅戈尔,600177.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,成长型
2719,东安动力,600178.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
2720,安通控股,600179.SH,工业,交通运输,航运,航运,价值型
2721,瑞茂通,600180.SH,工业,交通运输,航空货运与物流,物流,价值型
2722,SST佳通,600182.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,轮胎,成长型
2723,生益科技,600183.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
2724,光电股份,600184.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2725,格力地产,600185.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2726,莲花健康,600186.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
2727,国中水务,600187.SH,公用事业,公用事业,水务,水务,成长型
2728,兖矿能源,600188.SH,能源,能源,煤炭,煤炭,价值型
2729,泉阳泉,600189.SH,主要消费,食品、饮料与烟草,饮料,软饮料,价值型
2730,锦州港,600190.SH,工业,交通运输,交通基本设施,港口,成长型
2731,*ST华资,600191.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,价值型
2732,长城电工,600192.SH,工业,资本品,电气设备,电气部件与设备,价值型
2733,创兴资源,600193.SH,工业,资本品,建筑与工程,建筑装修,成长型
2734,中牧股份,600195.SH,医药卫生,医药生物,制药,化学药,混合型
2735,复星医药,600196.SH,医药卫生,医药生物,制药,化学药,成长型
2736,伊力特,600197.SH,主要消费,食品、饮料与烟草,饮料,白酒,价值型
2737,*ST大唐,600198.SH,电信业务,通信设备,通信设备,通信传输设备,混合型
2738,金种子酒,600199.SH,主要消费,食品、饮料与烟草,饮料,白酒,成长型
2739,江苏吴中,600200.SH,工业,资本品,工业集团企业,工业集团企业,混合型
2740,生物股份,600201.SH,医药卫生,医药生物,制药,化学药,混合型
2741,哈空调,600202.SH,工业,资本品,机械制造,其他机械设备,成长型
2742,福日电子,600203.SH,电信业务,通信设备,通信设备,通信终端设备,混合型
2743,有研新材,600206.SH,信息技术,半导体,半导体,半导体,成长型
2744,安彩高科,600207.SH,能源,能源,石油与天然气,石油与天然气的储存和运输,混合型
2745,新湖中宝,600208.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2746,*ST罗顿,600209.SH,工业,资本品,建筑与工程,建筑装修,价值型
2747,紫江企业,600210.SH,原材料,原材料,容器与包装,金属与玻璃容器,成长型
2748,西藏药业,600211.SH,医药卫生,医药生物,制药,中药,成长型
2749,江泉实业,600212.SH,公用事业,公用事业,电力,火电,混合型
2750,亚星客车,600213.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2751,派斯林,600215.SH,金融地产,房地产,房地产开发与园区,园区,混合型
2752,浙江医药,600216.SH,医药卫生,医药生物,制药,化学药,价值型
2753,中再资环,600217.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
2754,全柴动力,600218.SH,工业,资本品,机械制造,通用机械,成长型
2755,南山铝业,600219.SH,原材料,原材料,有色金属,铝,混合型
2756,江苏阳光,600220.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,价值型
2757,*ST海航,600221.SH,工业,交通运输,航空公司,航空公司,价值型
2758,太龙药业,600222.SH,医药卫生,医药生物,制药,中药,混合型
2759,鲁商发展,600223.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2760,*ST松江,600225.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2761,ST瀚叶,600226.SH,信息技术,计算机运用,互联网服务,移动互联网信息服务,混合型
2762,圣济堂,600227.SH,医药卫生,医药生物,制药,化学药,混合型
2763,返利科技,600228.SH,信息技术,计算机运用,互联网服务,互联网信息服务,价值型
2764,城市传媒,600229.SH,可选消费,传媒,传媒,出版,价值型
2765,沧州大化,600230.SH,原材料,原材料,化学原料,化学原料,价值型
2766,凌钢股份,600231.SH,原材料,原材料,钢铁,钢铁,价值型
2767,金鹰股份,600232.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,混合型
2768,圆通速递,600233.SH,工业,交通运输,航空货运与物流,物流,成长型
2769,科新发展,600234.SH,金融地产,房地产,房地产管理与服务,房地产管理与服务,成长型
2770,民丰特纸,600235.SH,原材料,原材料,纸类与林业产品,纸制品,混合型
2771,桂冠电力,600236.SH,公用事业,公用事业,电力,水电,价值型
2772,铜峰电子,600237.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
2773,海南椰岛,600238.SH,主要消费,食品、饮料与烟草,饮料,葡萄酒及其他,价值型
2774,*ST云城,600239.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2775,ST时万,600241.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,价值型
2776,ST中昌,600242.SH,信息技术,计算机运用,互联网服务,互联网信息服务,混合型
2777,青海华鼎,600243.SH,工业,资本品,机械制造,通用机械,价值型
2778,万通发展,600246.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
2779,陕西建工,600248.SH,工业,资本品,建筑与工程,土木工程,价值型
2780,两面针,600249.SH,主要消费,家庭与个人用品,家常用品,家常用品,混合型
2781,南纺股份,600250.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
2782,冠农股份,600251.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
2783,中恒集团,600252.SH,医药卫生,医药生物,制药,中药,成长型
2784,鑫科材料,600255.SH,原材料,原材料,有色金属,铜,价值型
2785,广汇能源,600256.SH,能源,能源,石油与天然气,石油与天然气的勘探与生产,成长型
2786,大湖股份,600257.SH,主要消费,食品、饮料与烟草,农牧渔产品,渔业产品,价值型
2787,首旅酒店,600258.SH,可选消费,消费者服务,酒店、餐馆与休闲,酒店,价值型
2788,广晟有色,600259.SH,原材料,原材料,有色金属,稀有金属,成长型
2789,ST凯乐,600260.SH,电信业务,通信设备,通信设备,通信终端设备,混合型
2790,阳光照明,600261.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
2791,北方股份,600262.SH,工业,资本品,机械制造,工程机械,成长型
2792,*ST景谷,600265.SH,原材料,原材料,纸类与林业产品,林业产品,混合型
2793,城建发展,600266.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2794,海正药业,600267.SH,医药卫生,医药生物,制药,化学药,混合型
2795,国电南自,600268.SH,工业,资本品,电气设备,电气部件与设备,成长型
2796,赣粤高速,600269.SH,工业,交通运输,交通基本设施,高速公路,价值型
2797,航天信息,600271.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
2798,开开实业,600272.SH,医药卫生,医药生物,制药,药品经销商,混合型
2799,嘉化能源,600273.SH,原材料,原材料,化学原料,化学原料,价值型
2800,*ST昌鱼,600275.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
2801,恒瑞医药,600276.SH,医药卫生,医药生物,制药,化学药,成长型
2802,亿利洁能,600277.SH,原材料,原材料,化学原料,化学原料,价值型
2803,东方创业,600278.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
2804,重庆港,600279.SH,工业,交通运输,交通基本设施,港口,价值型
2805,中央商场,600280.SH,可选消费,零售业,多元化零售,百货商店,价值型
2806,华阳新材,600281.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,价值型
2807,南钢股份,600282.SH,原材料,原材料,钢铁,钢铁,价值型
2808,钱江水利,600283.SH,公用事业,公用事业,水务,水务,混合型
2809,浦东建设,600284.SH,工业,资本品,建筑与工程,土木工程,混合型
2810,羚锐制药,600285.SH,医药卫生,医药生物,制药,中药,价值型
2811,江苏舜天,600287.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
2812,大恒科技,600288.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
2813,ST信通,600289.SH,信息技术,计算机运用,软件开发,软件开发,混合型
2814,ST华仪,600290.SH,工业,资本品,电气设备,新能源设备,混合型
2815,*ST西水,600291.SH,金融地产,保险,保险,财产与意外伤害保险,成长型
2816,远达环保,600292.SH,工业,资本品,环保设备、工程与服务,环保服务,混合型
2817,三峡新材,600293.SH,信息技术,计算机及电子设备,电子设备,电脑及电子设备经销商,混合型
2818,鄂尔多斯,600295.SH,原材料,原材料,钢铁,钢铁,成长型
2819,广汇汽车,600297.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车经销商与汽车服务,价值型
2820,安琪酵母,600298.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
2821,安迪苏,600299.SH,医药卫生,医药生物,制药,化学药,价值型
2822,ST维维,600300.SH,主要消费,食品、饮料与烟草,饮料,软饮料,成长型
2823,*ST南化,600301.SH,原材料,原材料,化学原料,化学原料,成长型
2824,标准股份,600302.SH,工业,资本品,机械制造,其他机械设备,混合型
2825,曙光股份,600303.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车,价值型
2826,恒顺醋业,600305.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
2827,*ST商城,600306.SH,可选消费,零售业,多元化零售,百货商店,价值型
2828,酒钢宏兴,600307.SH,原材料,原材料,钢铁,钢铁,价值型
2829,华泰股份,600308.SH,原材料,原材料,纸类与林业产品,纸制品,价值型
2830,万华化学,600309.SH,原材料,原材料,化学原料,化学原料,价值型
2831,桂东电力,600310.SH,公用事业,公用事业,电力,水电,成长型
2832,ST荣华,600311.SH,原材料,原材料,有色金属,黄金及其它贵金属,价值型
2833,平高电气,600312.SH,工业,资本品,电气设备,电气部件与设备,价值型
2834,农发种业,600313.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
2835,上海家化,600315.SH,主要消费,家庭与个人用品,个人用品,个人用品,成长型
2836,洪都航空,600316.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2837,新力金融,600318.SH,金融地产,其他金融,消费信贷,消费信贷,价值型
2838,*ST亚星,600319.SH,原材料,原材料,化学原料,化学原料,混合型
2839,振华重工,600320.SH,工业,资本品,机械制造,工程机械,混合型
2840,正源股份,600321.SH,工业,资本品,建筑产品,建筑产品,价值型
2841,天房发展,600322.SH,金融地产,房地产,房地产开发与园区,房地产开发,成长型
2842,瀚蓝环境,600323.SH,工业,资本品,环保设备、工程与服务,环保服务,混合型
2843,华发股份,600325.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2844,西藏天路,600326.SH,原材料,原材料,建筑材料,水泥,混合型
2845,大东方,600327.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车经销商与汽车服务,价值型
2846,中盐化工,600328.SH,原材料,原材料,化学原料,化学原料,价值型
2847,中新药业,600329.SH,医药卫生,医药生物,制药,中药,混合型
2848,天通股份,600330.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
2849,宏达股份,600331.SH,原材料,原材料,有色金属,其它有色金属及合金,混合型
2850,白云山,600332.SH,医药卫生,医药生物,制药,中药,成长型
2851,长春燃气,600333.SH,公用事业,公用事业,燃气,燃气,混合型
2852,国机汽车,600335.SH,可选消费,汽车与汽车零部件,汽车与摩托车,汽车经销商与汽车服务,价值型
2853,澳柯玛,600336.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
2854,美克家居,600337.SH,可选消费,零售业,其他零售,其他零售,价值型
2855,西藏珠峰,600338.SH,原材料,原材料,有色金属,其它有色金属及合金,价值型
2856,中油工程,600339.SH,能源,能源,能源开采设备与服务,石油与天然气开采设备与服务,成长型
2857,华夏幸福,600340.SH,金融地产,房地产,房地产开发与园区,园区,价值型
2858,航天动力,600343.SH,工业,资本品,机械制造,其他机械设备,混合型
2859,长江通信,600345.SH,电信业务,通信设备,通信设备,通信传输设备,价值型
2860,恒力石化,600346.SH,原材料,原材料,化学制品,纤维及树脂,成长型
2861,华阳股份,600348.SH,能源,能源,煤炭,煤炭,价值型
2862,山东高速,600350.SH,工业,交通运输,交通基本设施,高速公路,价值型
2863,亚宝药业,600351.SH,医药卫生,医药生物,制药,中药,混合型
2864,浙江龙盛,600352.SH,原材料,原材料,化学制品,印染化学品,混合型
2865,旭光电子,600353.SH,信息技术,计算机及电子设备,电子设备,光电子器件,混合型
2866,敦煌种业,600354.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
2867,精伦电子,600355.SH,电信业务,通信设备,通信设备,通信终端设备,价值型
2868,恒丰纸业,600356.SH,原材料,原材料,纸类与林业产品,纸制品,混合型
2869,国旅联合,600358.SH,可选消费,传媒,传媒,营销与广告,价值型
2870,新农开发,600359.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,混合型
2871,华微电子,600360.SH,信息技术,半导体,半导体,半导体,成长型
2872,华联综超,600361.SH,主要消费,食品与主要用品零售,食品与主要用品零售,大卖场与超市,价值型
2873,江西铜业,600362.SH,原材料,原材料,有色金属,铜,混合型
2874,联创光电,600363.SH,信息技术,计算机及电子设备,电子设备,光电子器件,成长型
2875,ST通葡,600365.SH,可选消费,零售业,互联网零售,互联网零售,价值型
2876,宁波韵升,600366.SH,原材料,原材料,有色金属,稀有金属,混合型
2877,红星发展,600367.SH,原材料,原材料,化学原料,化学原料,混合型
2878,五洲交通,600368.SH,工业,交通运输,交通基本设施,高速公路,混合型
2879,西南证券,600369.SH,金融地产,资本市场,资本市场,投资银行业与经纪业,成长型
2880,三房巷,600370.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,成长型
2881,万向德农,600371.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,价值型
2882,中航电子,600372.SH,工业,资本品,航空航天与国防,航空航天与国防,成长型
2883,中文传媒,600373.SH,可选消费,传媒,传媒,出版,价值型
2884,汉马科技,600375.SH,工业,资本品,机械制造,工程机械,价值型
2885,首开股份,600376.SH,金融地产,房地产,房地产开发与园区,房地产开发,价值型
2886,宁沪高速,600377.SH,工业,交通运输,交通基本设施,高速公路,价值型
2887,昊华科技,600378.SH,原材料,原材料,化学制品,其他化学制品,成长型
2888,宝光股份,600379.SH,工业,资本品,电气设备,电气部件与设备,混合型
2889,健康元,600380.SH,医药卫生,医药生物,制药,化学药,成长型
2890,青海春天,600381.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,价值型
2891,*ST广珠,600382.SH,工业,商业服务与用品,商业服务与用品,工业品贸易商,成长型
2892,金地集团,600383.SH,金融地产,房地产,房地产开发与园区,房地产开发,混合型
